Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk,W,L
Kevin Kunnert,C,29,POR,55,0,842,101,216,.468,0,0,0,101,216,.468,.468,42,54,.778,98,189,287,67,17,32,50,143,244,10.0,45.0,37.0
Mitch Kupchak,PF,26,WSB,82,0,1934,392,747,.525,0,1,.000,392,746,.525,.525,240,340,.706,198,371,569,62,36,26,161,195,1024,12.0,39.0,43.0
Sam Lacey,C,32,KCK,82,0,2228,237,536,.442,1,5,.200,236,531,.444,.443,92,117,.786,131,453,584,399,95,120,182,302,567,13.0,40.0,42.0
Tom LaGarde,PF,25,DAL,82,82,2670,417,888,.470,0,0,0,417,888,.470,.470,288,444,.649,177,488,665,237,35,45,206,293,1122,23.0,15.0,67.0
Bill Laimbeer,C,23,CLE,81,0,2460,337,670,.503,0,0,0,337,670,.503,.503,117,153,.765,266,427,693,216,56,78,132,332,791,19.0,28.0,54.0
John Lambert,PF,28,TOT,46,0,483,68,165,.412,0,2,.000,68,163,.417,.412,18,23,.783,28,65,93,27,12,5,19,76,154,7.51219512195122,22.0,24.0
Mark Landsberger,PF,25,LAL,69,0,1086,164,327,.502,0,1,.000,164,326,.503,.502,62,116,.534,152,225,377,27,19,6,65,135,390,5.0,54.0,28.0
Bob Lanier*,C,32,MIL,67,0,1753,376,716,.525,1,1,1.000,375,715,.524,.526,208,277,.751,128,285,413,179,73,81,139,184,961,2.0,60.0,22.0
Edmund Lawrence,C,28,DET,3,0,19,5,8,.625,0,0,0,5,8,.625,.625,2,4,.500,2,2,4,1,1,0,1,6,12,22.0,21.0,61.0
Allen Leavell,PG,23,HOU,79,0,1686,258,548,.471,2,17,.118,256,531,.482,.473,124,149,.832,30,104,134,384,97,15,189,160,642,11.0,40.0,42.0
Ron Lee,PG,28,DET,82,0,1829,113,323,.350,2,13,.154,111,310,.358,.353,113,156,.724,65,155,220,362,166,29,173,260,341,22.0,21.0,61.0
Ronnie Lester,PG,22,CHI,8,0,83,10,24,.417,0,0,0,10,24,.417,.417,10,11,.909,3,3,6,7,2,0,9,5,30,7.0,45.0,37.0
Scott Lloyd,C,28,DAL,72,0,2186,245,547,.448,0,2,.000,245,545,.450,.448,147,205,.717,161,293,454,159,34,25,145,269,637,23.0,15.0,67.0
John Long,SG,24,DET,59,0,1750,441,957,.461,2,11,.182,439,946,.464,.462,160,184,.870,95,102,197,106,95,22,151,164,1044,22.0,21.0,61.0
John Lucas,PG,27,GSW,66,0,1919,222,506,.439,4,24,.167,218,482,.452,.443,107,145,.738,34,120,154,464,83,2,185,140,555,15.0,39.0,43.0
Maurice Lucas,PF,28,NJN,68,0,2162,404,835,.484,0,2,.000,404,833,.485,.484,191,254,.752,153,422,575,173,57,59,176,260,999,20.0,24.0,58.0
Ollie Mack,SG,23,TOT,65,0,1682,279,606,.460,0,9,.000,279,597,.467,.460,80,125,.640,92,138,230,163,56,7,70,117,638,17.646341463414636,12.987804878048781,52.012195121951216
Kyle Macy,PG,23,PHO,82,0,1469,272,532,.511,12,51,.235,260,481,.541,.523,107,119,.899,44,88,132,160,76,5,95,120,663,4.0,57.0,25.0
Rick Mahorn,PF,22,WSB,52,0,696,111,219,.507,0,0,0,111,219,.507,.507,27,40,.675,67,148,215,25,21,44,38,134,249,12.0,39.0,43.0
Moses Malone*,C,25,HOU,80,0,3245,806,1545,.522,1,3,.333,805,1542,.522,.522,609,804,.757,474,706,1180,141,83,150,308,223,2222,11.0,40.0,42.0
Wes Matthews,PG,21,TOT,79,0,2266,385,779,.494,5,21,.238,380,758,.501,.497,202,252,.802,46,93,139,411,107,17,261,242,977,14.048780487804878,34.25609756097561,44.743902439024396
Cedric Maxwell,SF,25,BOS,81,81,2730,441,750,.588,0,1,.000,441,749,.589,.588,352,450,.782,222,303,525,219,79,68,180,256,1234,3.0,62.0,20.0
Scott May,SF,26,CHI,63,2,815,165,338,.488,0,0,0,165,338,.488,.488,113,149,.758,62,93,155,63,35,7,71,83,443,7.0,45.0,37.0
Bill Mayfield,SF,23,GSW,7,0,54,8,18,.444,0,0,0,8,18,.444,.444,1,2,.500,7,2,9,1,0,1,3,8,17,15.0,39.0,43.0
Bob McAdoo*,PF,29,TOT,16,0,321,68,157,.433,0,1,.000,68,156,.436,.433,29,41,.707,17,50,67,30,17,13,32,38,165,4.048780487804878,4.463414634146341,11.536585365853657
Andre McCarter,PG,27,WSB,43,0,448,51,135,.378,2,8,.250,49,127,.386,.385,18,24,.750,16,23,39,73,14,0,24,36,122,12.0,39.0,43.0
Keith McCord,SG,23,WSB,2,0,9,2,4,.500,0,0,0,2,4,.500,.500,0,0,0,1,1,2,1,0,0,2,0,4,12.0,39.0,43.0
Jim McElroy,PG,27,ATL,54,0,680,78,202,.386,1,8,.125,77,194,.397,.389,48,59,.814,10,38,48,84,20,9,79,62,205,18.0,31.0,51.0
George McGinnis*,PF,30,IND,69,0,1845,348,768,.453,0,7,.000,348,761,.457,.453,207,385,.538,164,364,528,210,99,28,221,242,903,9.0,44.0,38.0
Kevin McHale*,PF,23,BOS,82,1,1645,355,666,.533,0,2,.000,355,664,.535,.533,108,159,.679,155,204,359,55,27,151,110,260,818,3.0,62.0,20.0
Billy McKinney,PG,25,TOT,84,0,2166,327,645,.507,2,12,.167,325,633,.513,.509,162,188,.862,36,148,184,360,99,11,158,231,818,17.329268292682926,34.0609756097561,49.9390243902439
Tom McMillen,C,28,ATL,79,0,1564,253,519,.487,1,6,.167,252,513,.491,.488,80,108,.741,96,199,295,72,23,25,81,165,587,18.0,31.0,51.0
John Mengelt,SG,31,GSW,2,0,11,0,4,.000,0,0,0,0,4,.000,.000,0,0,0,0,0,0,2,0,0,0,0,0,15.0,39.0,43.0
Joe Meriweather,C,27,KCK,74,0,1514,206,415,.496,0,0,0,206,415,.496,.496,148,213,.695,126,267,393,77,27,80,125,219,560,13.0,40.0,42.0
Dick Miller,SF,22,TOT,8,0,53,4,9,.444,0,1,.000,4,8,.500,.444,0,0,0,2,5,7,5,4,0,8,5,8,1.3170731707317072,3.7073170731707314,4.2926829268292686
Mike Mitchell,SF,25,CLE,82,82,3194,853,1791,.476,4,9,.444,849,1782,.476,.477,302,385,.784,215,287,502,139,63,52,175,199,2012,19.0,28.0,54.0
Steve Mix,SF,33,PHI,72,1,1327,288,575,.501,0,3,.000,288,572,.503,.501,200,240,.833,105,159,264,114,59,18,88,107,776,1.0,62.0,20.0
Paul Mokeski,C,24,DET,80,0,1815,224,458,.489,0,1,.000,224,457,.490,.489,120,200,.600,141,277,418,135,38,73,160,267,568,22.0,21.0,61.0
Sidney Moncrief*,SG,23,MIL,80,0,2417,400,739,.541,2,9,.222,398,730,.545,.543,320,398,.804,186,220,406,264,90,37,145,156,1122,2.0,60.0,22.0
Johnny Moore,PG,22,SAS,82,0,1578,249,520,.479,1,19,.053,248,501,.495,.480,105,172,.610,58,138,196,373,120,22,154,178,604,6.0,52.0,30.0
Lowes Moore,PG,23,NJN,71,0,1406,212,478,.444,4,27,.148,208,451,.461,.448,69,92,.750,43,125,168,228,61,17,108,179,497,20.0,24.0,58.0
Calvin Murphy*,PG,32,HOU,76,0,2014,528,1074,.492,4,17,.235,524,1057,.496,.493,206,215,.958,33,54,87,222,111,6,129,209,1266,11.0,40.0,42.0
Swen Nater,C,31,SDC,82,0,2809,517,935,.553,0,0,0,517,935,.553,.553,244,307,.795,295,722,1017,199,49,46,211,295,1278,16.0,36.0,46.0
Calvin Natt,SF,24,POR,74,0,2111,395,794,.497,4,8,.500,391,786,.497,.500,200,283,.707,149,282,431,159,73,18,163,188,994,10.0,45.0,37.0
Kenny Natt,SG,22,IND,19,0,149,25,77,.325,2,8,.250,23,69,.333,.338,7,11,.636,9,6,15,10,5,1,10,18,59,9.0,44.0,38.0
Mike Newlin,SG,32,NJN,79,0,2911,632,1272,.497,10,30,.333,622,1242,.501,.501,414,466,.888,78,141,219,299,87,9,248,237,1688,20.0,24.0,58.0
Carl Nicks,PG,22,TOT,67,0,1109,172,359,.479,0,4,.000,172,355,.485,.479,71,126,.563,37,73,110,149,60,3,116,141,415,14.853658536585368,25.84146341463415,41.15853658536585
Mike Niles,SF,25,PHO,44,0,231,48,138,.348,2,4,.500,46,134,.343,.355,17,37,.459,26,32,58,15,8,1,25,41,115,4.0,57.0,25.0
Norm Nixon,PG,25,LAL,79,0,2962,576,1210,.476,2,12,.167,574,1198,.479,.477,196,252,.778,64,168,232,696,146,11,285,226,1350,5.0,54.0,28.0
Mike O'Koren,SF,22,NJN,79,0,2473,365,751,.486,5,18,.278,360,733,.491,.489,135,212,.637,179,299,478,252,86,27,146,243,870,20.0,24.0,58.0
Mark Olberding,SF,24,SAS,82,82,2408,348,685,.508,1,7,.143,347,678,.512,.509,315,380,.829,146,325,471,277,75,31,202,307,1012,6.0,52.0,30.0
Jawann Oldham,C,23,DEN,4,0,21,2,6,.333,0,0,0,2,6,.333,.333,0,0,0,3,2,5,0,0,2,2,3,4,14.0,37.0,45.0
Louis Orr,SF,22,IND,82,0,1787,348,709,.491,0,6,.000,348,703,.495,.491,163,202,.807,172,189,361,132,55,25,123,153,859,9.0,44.0,38.0
Tom Owens,PF,31,POR,79,0,1843,322,630,.511,0,4,.000,322,626,.514,.511,191,250,.764,165,291,456,140,36,47,130,273,835,10.0,45.0,37.0
Robert Parish*,C,27,BOS,82,82,2298,635,1166,.545,0,1,.000,635,1165,.545,.545,282,397,.710,245,532,777,144,81,214,191,310,1552,3.0,62.0,20.0
Sonny Parker,SG,25,GSW,73,0,1317,191,388,.492,0,0,0,191,388,.492,.492,94,128,.734,101,93,194,106,67,13,84,112,476,15.0,39.0,43.0
Myles Patrick,SF,26,LAL,3,0,9,2,5,.400,0,0,0,2,5,.400,.400,1,2,.500,1,1,2,1,0,0,1,3,5,5.0,54.0,28.0
Billy Paultz,PF,32,HOU,81,0,1659,262,517,.507,0,3,.000,262,514,.510,.507,75,153,.490,111,280,391,105,28,72,89,182,599,11.0,40.0,42.0
Jim Paxson,SG,23,POR,79,0,2701,585,1092,.536,2,30,.067,583,1062,.549,.537,182,248,.734,74,137,211,299,140,9,131,172,1354,10.0,45.0,37.0
Sam Pellom,PF,29,ATL,77,0,1472,186,380,.489,0,1,.000,186,379,.491,.489,81,116,.698,122,234,356,48,50,92,99,228,453,18.0,31.0,51.0
Roger Phegley,SG,24,CLE,82,0,2269,474,965,.491,8,28,.286,466,937,.497,.495,224,267,.839,90,156,246,184,65,15,165,262,1180,19.0,28.0,54.0
Stan Pietkiewicz,SG,24,TOT,42,0,461,57,138,.413,19,48,.396,38,90,.422,.482,11,14,.786,13,29,42,77,15,2,22,28,144,11.268292682926829,9.21951219512195,32.78048780487805
Ben Poquette,PF,25,UTA,82,82,2808,324,614,.528,3,6,.500,321,608,.528,.530,126,162,.778,160,469,629,161,67,174,122,342,777,21.0,28.0,54.0
Kevin Porter,PG,30,WSB,81,0,2577,446,859,.519,3,12,.250,443,847,.523,.521,191,247,.773,35,89,124,734,110,10,251,257,1086,12.0,39.0,43.0
Tony Price,SG,24,SDC,5,0,29,2,7,.286,0,0,0,2,7,.286,.286,0,0,0,0,0,0,3,2,1,2,3,4,16.0,36.0,46.0
Wally Rank,SF,22,SDC,25,0,153,21,57,.368,0,0,0,21,57,.368,.368,13,28,.464,17,13,30,17,7,1,26,33,55,16.0,36.0,46.0
Kelvin Ransey,PG,22,POR,80,0,2431,525,1162,.452,3,31,.097,522,1131,.462,.453,164,219,.749,42,153,195,555,88,9,232,201,1217,10.0,45.0,37.0
Clifford Ray,C,32,GSW,66,0,838,64,152,.421,0,0,0,64,152,.421,.421,29,62,.468,73,144,217,52,24,13,74,194,157,15.0,39.0,43.0
James Ray,PF,23,DEN,18,0,148,15,49,.306,0,1,.000,15,48,.313,.306,7,10,.700,13,24,37,11,4,4,13,31,37,14.0,37.0,45.0
Billy Reid,SG,23,GSW,59,0,597,84,185,.454,0,5,.000,84,180,.467,.454,22,39,.564,27,33,60,71,33,5,78,111,190,15.0,39.0,43.0
Robert Reid,SF,25,HOU,82,82,2963,536,1113,.482,0,4,.000,536,1109,.483,.482,229,303,.756,164,419,583,344,163,66,198,325,1301,11.0,40.0,42.0
Kevin Restani,SF,29,SAS,64,0,999,192,369,.520,3,8,.375,189,361,.524,.524,62,88,.705,71,103,174,81,16,14,68,103,449,6.0,52.0,30.0
Clint Richardson,SG,24,PHI,77,1,1313,227,464,.489,0,1,.000,227,463,.490,.489,84,108,.778,83,93,176,152,36,10,110,102,538,1.0,62.0,20.0
Micheal Ray Richardson,SG,25,NYK,79,79,3175,523,1116,.469,23,102,.225,500,1014,.493,.479,224,338,.663,173,372,545,627,232,35,302,258,1293,8.0,50.0,32.0
Anthony Roberts,SF,25,WSB,26,0,350,54,144,.375,0,0,0,54,144,.375,.375,19,29,.655,18,50,68,20,11,0,28,52,127,12.0,39.0,43.0
Rick Robey,C,25,BOS,82,4,1569,298,547,.545,0,1,.000,298,546,.546,.545,144,251,.574,132,258,390,126,38,19,141,204,740,3.0,62.0,20.0
Cliff Robinson,PF,20,NJN,63,0,1822,525,1070,.491,1,1,1.000,524,1069,.490,.491,178,248,.718,120,361,481,105,58,52,182,216,1229,20.0,24.0,58.0
Truck Robinson,PF,29,PHO,82,82,3088,647,1280,.505,0,0,0,647,1280,.505,.505,249,396,.629,216,573,789,206,68,38,250,220,1543,4.0,57.0,25.0
Wayne Robinson,PF,22,DET,81,0,1592,234,509,.460,0,6,.000,234,503,.465,.460,175,240,.729,117,177,294,112,46,24,149,186,643,22.0,21.0,61.0
Bill Robinzine,PF,28,TOT,78,0,2016,392,826,.475,1,6,.167,391,820,.477,.475,218,281,.776,168,365,533,118,75,9,187,275,1003,21.48780487804878,15.536585365853659,62.46341463414634
Dave Robisch,C,31,TOT,84,0,2116,330,740,.446,0,0,0,330,740,.446,.446,200,247,.810,157,342,499,173,37,34,83,173,860,15.012195121951219,36.69512195121951,47.30487804878049
John Roche,PG,31,DEN,26,0,611,82,179,.458,9,27,.333,73,152,.480,.483,58,77,.753,5,32,37,140,17,8,52,44,231,14.0,37.0,45.0
Tree Rollins,C,25,ATL,40,0,1044,116,210,.552,0,1,.000,116,209,.555,.552,46,57,.807,102,184,286,35,29,117,57,151,278,18.0,31.0,51.0
Lorenzo Romar,PG,22,GSW,53,0,726,87,211,.412,2,6,.333,85,205,.415,.417,43,63,.683,10,46,56,136,27,3,52,64,219,15.0,39.0,43.0
Dan Roundfield,PF,27,ATL,63,0,2128,426,808,.527,0,1,.000,426,807,.528,.527,256,355,.721,231,403,634,161,76,119,178,258,1108,18.0,31.0,51.0
Campy Russell,SF,29,NYK,79,79,2865,508,1095,.464,8,26,.308,500,1069,.468,.468,268,343,.781,109,244,353,257,99,8,212,248,1292,8.0,50.0,32.0
Frankie Sanders,SF,24,KCK,23,0,186,34,77,.442,0,0,0,34,77,.442,.442,20,22,.909,6,15,21,17,16,1,21,20,88,13.0,40.0,42.0
DeWayne Scales,PF,22,NYK,44,7,484,94,225,.418,1,6,.167,93,219,.425,.420,26,39,.667,47,85,132,10,12,4,30,54,215,8.0,50.0,32.0
Alvin Scott,SF,25,PHO,82,0,1423,173,348,.497,1,6,.167,172,342,.503,.499,97,127,.764,101,167,268,114,60,70,77,124,444,4.0,57.0,25.0
Craig Shelton,SF,23,ATL,55,0,586,100,219,.457,0,1,.000,100,218,.459,.457,35,58,.603,59,79,138,27,18,5,61,128,235,18.0,31.0,51.0
Lonnie Shelton,PF,25,SEA,14,0,440,73,174,.420,0,0,0,73,174,.420,.420,36,55,.655,31,47,78,35,22,3,41,48,182,17.0,34.0,48.0
Purvis Short,SF,23,GSW,79,0,2309,549,1157,.475,3,17,.176,546,1140,.479,.476,168,205,.820,151,240,391,249,78,19,143,244,1269,15.0,39.0,43.0
John Shumate,PF,28,TOT,24,0,527,56,131,.427,0,0,0,56,131,.427,.427,55,76,.724,34,54,88,24,21,9,42,49,167,2.024390243902439,14.780487804878051,9.21951219512195
Jerry Sichting,PG,24,IND,47,0,450,34,95,.358,0,5,.000,34,90,.378,.358,25,32,.781,11,32,43,70,23,1,28,38,93,9.0,44.0,38.0
Jack Sikma*,C,25,SEA,82,82,2920,595,1311,.454,0,5,.000,595,1306,.456,.454,340,413,.823,184,668,852,248,78,93,201,282,1530,17.0,34.0,48.0
James Silas,PG,31,SAS,75,0,2055,476,997,.477,0,2,.000,476,995,.478,.477,374,440,.850,44,187,231,285,51,12,159,129,1326,6.0,52.0,30.0
Larry Smith,PF,23,GSW,82,0,2578,304,594,.512,0,0,0,304,594,.512,.512,177,301,.588,433,561,994,93,70,63,146,316,785,15.0,39.0,43.0
Phil Smith,SG,28,SDC,76,0,2378,519,1057,.491,4,18,.222,515,1039,.496,.493,237,313,.757,49,107,156,372,84,18,176,231,1279,16.0,36.0,46.0
Randy Smith,SG,32,CLE,82,0,2199,486,1043,.466,1,28,.036,485,1015,.478,.466,221,271,.815,46,147,193,357,113,14,195,132,1194,19.0,28.0,54.0
Robert Smith,PG,25,CLE,1,0,20,2,5,.400,0,0,0,2,5,.400,.400,4,4,1.000,1,2,3,3,0,0,3,6,8,19.0,28.0,54.0
Ricky Sobers,PG,28,CHI,71,0,1803,355,769,.462,17,66,.258,338,703,.481,.473,231,247,.935,46,98,144,284,98,17,206,225,958,7.0,45.0,37.0
Jim Spanarkel,SF,23,DAL,82,0,2317,404,866,.467,1,10,.100,403,856,.471,.467,375,423,.887,142,155,297,232,117,20,172,230,1184,23.0,15.0,67.0
Rory Sparrow,PG,22,NJN,15,0,212,22,63,.349,0,0,0,22,63,.349,.349,12,16,.750,7,11,18,32,13,3,18,15,56,20.0,24.0,58.0
John Stroud,SF,23,HOU,9,0,88,11,34,.324,0,0,0,11,34,.324,.324,3,4,.750,7,6,13,9,1,0,4,7,25,11.0,40.0,42.0
Brian Taylor,PG,29,SDC,80,0,2312,310,591,.525,44,115,.383,266,476,.559,.562,146,185,.789,58,93,151,440,118,23,111,212,810,16.0,36.0,46.0
Carlos Terry,SG,24,WSB,26,0,504,80,160,.500,0,6,.000,80,154,.519,.500,28,42,.667,43,73,116,70,27,13,57,68,188,12.0,39.0,43.0
Reggie Theus,SG,23,CHI,82,82,2820,543,1097,.495,18,90,.200,525,1007,.521,.503,445,550,.809,124,163,287,426,122,20,259,258,1549,7.0,45.0,37.0
David Thompson*,SG,26,DEN,77,0,2620,734,1451,.506,10,39,.256,724,1412,.513,.509,489,615,.795,107,180,287,231,53,60,250,231,1967,14.0,37.0,45.0
Mychal Thompson,C,26,POR,79,0,2790,569,1151,.494,0,1,.000,569,1150,.495,.494,207,323,.641,223,463,686,284,62,170,241,260,1345,10.0,45.0,37.0
Rudy Tomjanovich*,PF,32,HOU,52,0,1264,263,563,.467,12,51,.235,251,512,.490,.478,65,82,.793,78,130,208,81,19,6,58,121,603,11.0,40.0,42.0
Andrew Toney,SG,23,PHI,75,57,1768,399,806,.495,9,29,.310,390,777,.502,.501,161,226,.712,32,111,143,273,59,10,219,234,968,1.0,62.0,20.0
Terry Tyler,SF,24,DET,82,0,2549,476,895,.532,0,8,.000,476,887,.537,.532,148,250,.592,198,369,567,136,112,180,163,215,1100,22.0,21.0,61.0
Wes Unseld*,C,34,WSB,63,0,2032,225,429,.524,2,4,.500,223,425,.525,.527,55,86,.640,207,466,673,170,52,36,97,171,507,12.0,39.0,43.0
Ronnie Valentine,SF,23,DEN,24,0,123,37,98,.378,1,2,.500,36,96,.375,.383,9,19,.474,10,20,30,7,7,4,16,23,84,14.0,37.0,45.0
Jan van Breda Kolff,SF,29,NJN,78,0,1426,100,245,.408,2,8,.250,98,237,.414,.412,98,117,.838,48,154,202,129,38,50,108,214,300,20.0,24.0,58.0
Kiki Vandeweghe,SF,22,DEN,51,0,1376,229,537,.426,0,7,.000,229,530,.432,.426,130,159,.818,86,184,270,94,29,24,86,116,588,14.0,37.0,45.0
Brett Vroman,C,25,UTA,11,0,93,10,27,.370,0,1,.000,10,26,.385,.370,14,19,.737,7,18,25,9,5,5,9,26,34,21.0,28.0,54.0
Foots Walker,PG,29,NJN,41,0,1172,72,169,.426,2,9,.222,70,160,.438,.432,88,111,.793,22,80,102,253,52,1,85,105,234,20.0,24.0,58.0
Wally Walker,SF,26,SEA,82,0,1796,290,626,.463,0,3,.000,290,623,.465,.463,109,169,.645,105,210,315,122,53,15,115,168,689,17.0,34.0,48.0
Lloyd Walton,PG,27,KCK,61,0,821,90,218,.413,0,1,.000,90,217,.415,.413,26,33,.788,13,35,48,208,32,2,80,45,206,13.0,40.0,42.0
Kermit Washington,PF,29,POR,73,0,2120,325,571,.569,0,1,.000,325,570,.570,.569,181,288,.628,236,450,686,149,85,86,144,258,831,10.0,45.0,37.0
Richard Washington,PF,25,TOT,80,0,1812,340,747,.455,1,2,.500,339,745,.455,.456,119,159,.748,158,295,453,129,46,61,129,283,800,19.073170731707314,25.573170731707314,54.42682926829268
Marvin Webster,C,28,NYK,82,3,1708,159,341,.466,1,4,.250,158,337,.469,.468,104,163,.638,162,303,465,72,27,97,103,187,423,8.0,50.0,32.0
Scott Wedman,SF,28,KCK,81,0,2902,685,1437,.477,25,77,.325,660,1360,.485,.485,140,204,.686,128,305,433,226,97,46,161,294,1535,13.0,40.0,42.0
Paul Westphal*,SG,30,SEA,36,0,1078,221,500,.442,6,25,.240,215,475,.453,.448,153,184,.832,11,57,68,148,46,14,78,70,601,17.0,34.0,48.0
Jo Jo White*,PG,34,KCK,13,0,236,36,82,.439,0,0,0,36,82,.439,.439,11,18,.611,3,18,21,37,11,1,18,21,83,13.0,40.0,42.0
Rudy White,SG,27,TOT,16,0,208,23,65,.354,0,1,.000,23,64,.359,.354,15,16,.938,1,10,11,20,9,1,12,23,61,3.2195121951219514,6.878048780487805,9.121951219512194
Jerome Whitehead,C,24,TOT,48,0,688,83,180,.461,0,1,.000,83,179,.464,.461,28,56,.500,58,156,214,26,20,9,56,122,194,10.073170731707318,18.98780487804878,29.01219512195122
Hawkeye Whitney,SG,23,KCK,47,0,782,149,306,.487,2,6,.333,147,300,.490,.490,50,65,.769,29,77,106,68,47,6,48,98,350,13.0,40.0,42.0
Sidney Wicks,PF,31,SDC,49,0,1083,125,286,.437,0,1,.000,125,285,.439,.437,76,150,.507,79,144,223,111,40,40,94,168,326,16.0,36.0,46.0
Michael Wiley,PF,23,SAS,33,0,271,76,138,.551,0,2,.000,76,136,.559,.551,36,48,.750,22,42,64,11,8,6,28,38,188,6.0,52.0,30.0
Bob Wilkerson,SG,26,CHI,80,49,2238,330,715,.462,1,10,.100,329,705,.467,.462,137,163,.840,86,196,282,272,102,23,175,170,798,7.0,45.0,37.0
Jamaal Wilkes*,SF,27,LAL,81,0,3028,786,1495,.526,1,13,.077,785,1482,.530,.526,254,335,.758,146,289,435,235,121,29,207,223,1827,5.0,54.0,28.0
James Wilkes,SF,22,CHI,48,1,540,85,184,.462,0,1,.000,85,183,.464,.462,29,42,.690,36,60,96,30,25,12,34,86,199,7.0,45.0,37.0
Jeff Wilkins,C,25,UTA,56,0,1058,117,260,.450,0,0,0,117,260,.450,.450,27,40,.675,62,212,274,40,32,46,59,169,261,21.0,28.0,54.0
Freeman Williams,SG,24,SDC,82,0,1976,642,1381,.465,48,141,.340,594,1240,.479,.482,253,297,.852,75,54,129,164,91,5,166,157,1585,16.0,36.0,46.0
Ray Williams,PG,26,NYK,79,79,2742,616,1335,.461,16,68,.235,600,1267,.474,.467,312,382,.817,122,199,321,432,185,37,235,270,1560,8.0,50.0,32.0
Sly Williams,PF,23,NYK,67,57,1976,349,708,.493,2,8,.250,347,700,.496,.494,185,268,.690,159,257,416,180,116,18,141,199,885,8.0,50.0,32.0
John Williamson,SG,29,WSB,9,0,112,18,56,.321,1,6,.167,17,50,.340,.330,5,6,.833,0,7,7,17,4,1,12,13,42,12.0,39.0,43.0
Bill Willoughby,SF,23,HOU,55,0,1145,150,287,.523,0,0,0,150,287,.523,.523,49,64,.766,74,153,227,64,18,31,74,102,349,11.0,40.0,42.0
Brian Winters,SG,28,MIL,69,0,1771,331,697,.475,18,51,.353,313,646,.485,.488,119,137,.869,32,108,140,229,70,10,136,185,799,2.0,60.0,22.0
Mike Woodson,SG,22,NYK,81,2,949,165,373,.442,1,5,.200,164,368,.446,.444,49,64,.766,33,64,97,75,36,12,54,95,380,8.0,50.0,32.0
Sam Worthen,PG,23,CHI,64,33,945,95,192,.495,0,4,.000,95,188,.505,.495,45,60,.750,22,93,115,115,57,6,91,115,235,7.0,45.0,37.0
Larry Wright,PG,26,DET,45,0,997,140,303,.462,2,7,.286,138,296,.466,.465,53,66,.803,26,62,88,153,42,7,74,114,335,22.0,21.0,61.0
